7 days / 1 weeks|$1,844|(#83 rank, 10 theaters, $184 average)|64.7%|10 theaters|March 9, 2017|2/26/17|Spain|12/2/16|$571,546|28.7%|$1,992,197|
November 10, 2011|35 days / 5 weeks|$135,739|100.0%|n/a|0.0%|$135,739||$55,850|(#41 rank, 33 theaters, $1,692 average)|33 theaters|41.1%|52.2%|$201,099|10/23/11|Hong Kong|Newport|9/29/11|$104,930|
$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|21.1%|$711,654|Final|China|-|5/30/08|$150,000|
3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|26.5%|$90,247|Final|Colombia|-|2/1/08|$23,954|
52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|-|$162,892|Final|Croatia|-|2/21/08|-|
May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|28.8%|$151,177|4/20/08|Czech Republic|Bontonfilm|3/27/08|$43,543|
$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|-|$216,778|Final|Czech Republic/Slovakia|-|3/27/08|-|
133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|20%|$402,289|5/1/08|Denmark|Filmcom|3/28/08|$80,603|
|$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319|-|$45,273|Final|Dominican Republic|-|3/27/08|-|
$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|17.2%|$32,114|4/13/08|East Africa|-|2/1/08|$5,518|
$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||-|$181,177|Final|Ecuador|-|2/14/08|-|
Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|24.2%|$96,217|Final|Estonia|-|2/22/08|$23,271|
Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|16.3%|$236,127|6/5/08|Finland|FS Film|3/14/08|$38,565|
January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|28.9%|$4,286,004|2/1/09|France|Fox|4/23/08|$1,239,105|
1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|37.8%|$6,983,532|2/1/09|Germany|Fox|2/14/08|$2,641,714|
$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|33.2%|$334,888|4/9/08|Greece|Village|3/6/08|$111,078|
PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|36.1%|$657,048|Final|Hong Kong|Fox|1/17/08|$237,286|
$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|22.3%|$494,892|6/22/08|Hungary|Forum|3/20/08|$110,243|
(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|30.6%|$108,447|Final|Iceland|Sena|2/22/08|$33,181|
47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|-|$274,351|11/2/08|India|-|3/14/08|-|
30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|-|$219,344|3/15/09|Indonesia|-|2/27/08|-|
$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|-|$674,561|4/6/08|Israel|-|1/24/08|-|
3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|33.9%|$3,860,905|2/1/09|Italy|Fox|3/21/08|$1,307,507|
52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|-|$45,421|Final|Jamaica|-|1/16/08|-|
May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|25.4%|$3,481,655|Final|Japan|Fox|5/31/08|$885,122|
$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|27.9%|$121,107|Final|Latvia|Forum|2/15/08|$33,837|
133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|23.6%|$60,879|4/30/08|Lebanon|-|3/13/08|$14,378|
|$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319|-|$63,798|Final|Lesser Antilles|-|1/16/08|-|
$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|35.1%|$161,755|11/2/08|Lithuania|Forum|2/15/08|$56,850|
$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||34.5%|$324,072|Final|Malaysia|-|3/27/08|$111,866|
Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|31.7%|$3,387,517|11/2/08|Mexico|Fox|2/14/08|$1,073,328|
Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|17.7%|$1,907,343|11/2/08|Netherlands|Fox|3/6/08|$338,233|
January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|28.2%|$1,091,250|11/2/08|New Zealand|Fox|2/14/08|$307,347|
1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|28.6%|$33,667|3/9/08|Nigeria|-|2/1/08|$9,627|
$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|24.8%|$339,715|6/15/08|Norway|Svensk|4/11/08|$84,335|
PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|-|$276,747|Final|Peru|-|2/14/08|-|
$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|45.3%|$437,273|Final|Philippines|-|1/30/08|$198,104|
(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|28.3%|$726,760|3/24/08|Poland|Forum|2/15/08|$205,499|
47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|30.1%|$322,772|6/22/08|Portugal|Lusomundo|4/24/08|$97,068|
30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|-|$250,929|Final|Puerto Rico|-|1/24/08|-|
$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|24.2%|$199,859|2/1/09|Romania|Odeon|2/15/08|$48,332|
3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|41.4%|$2,555,637|Final|Russia - CIS|Fox|3/20/08|$1,057,025|
52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|19.9%|$42,220|12/28/08|Serbia & Montenegro|Tuck|2/21/08|$8,396|
May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|36.4%|$686,238|Final|Singapore|-|1/24/08|$249,574|
$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|9.7%|$49,800|5/7/08|Slovakia|Tatrafilm|3/27/08|$4,813|
133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|18.4%|$195,792|Final|Slovenia|CF|2/14/08|$35,958|
|$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319|23.7%|$828,807|3/16/08|South Africa|Nu Metro|2/1/08|$196,836|
$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|48.2%|$1,603,911|2/1/09|South Korea|Fox|3/6/08|$773,717|
$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||-|$1,073,783|11/2/08|South, East and West Africa|-|2/1/08|-|
Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|24.8%|$6,377,486|2/1/09|Spain|Fox|2/29/08|$1,579,256|
Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|27.9%|$936,482|6/12/08|Sweden|Svensk|3/28/08|$261,533|
January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|18.3%|$1,398,613|11/30/08|Switzerland|Fox|2/14/08|$255,648|
1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|21.7%|$741,287|Final|Taiwan|Fox|2/27/08|$160,844|
$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|47%|$251,139|Final|Thailand|Fox|2/14/08|$118,117|
PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|37.8%|$206,356|Final|Turkey|Ozen Film|2/29/08|$78,096|
$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|30.1%|$308,416|Final|Ukraine|Gemini|3/20/08|$92,871|
(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|37.1%|$427,768|4/23/08|United Arab Emirates|-|2/14/08|$158,566|
47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|26%|$13,458,037|2/1/09|United Kingdom|Fox|3/27/08|$3,495,308|
30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|-|$79,857|11/2/08|Uruguay|-|2/1/08|-|
$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|19.8%|$606,626|Final|Venezuela|-|4/11/08|$120,152|
3,074 theaters|May 29, 2008|133 days / 19 weeks|$76,808,654|Fox|January 18, 2008|$30 million|$76,808,654|47.9%|$83,450,665|52.1%|$160,259,319||$23,007,725|Romantic Comedy|1 hrs. 47 min.|PG-13|(#2 rank, 3,057 theaters, $7,526 average)|30.0%|-|$96,809|Final|Vietnam|-|3/7/08|-|
N/A|January 21, 2010|Regent Releasing|$52,384|7.4%|$655,970|92.6%|Animation|280 days / 40 weeks|(#100 rank, 1 theaters, $478 average)|$478|0.9%|R|December 12, 2008|1 hrs. 18 min.|$52,384|4 theaters|$708,354||5/24/09|35%|France|Memento|$215,218|4/29/09|$615,762|
PG-13|$43 million|$37,170,488|59.8%|$25,028,457||$10,310,672|(#2 rank, 2,523 theaters, $4,086 average)|27.7%|2,523 theaters|$37,170,488|Sony / Columbia|April 14, 2000|Comedy / Drama|1 hrs. 43 min.|40.2%|$62,198,945|5/7/00|Germany|5/4/00|$857,279|100%|$857,279|
N/A|January 21, 2010|Regent Releasing|$52,384|7.4%|$655,970|92.6%|Animation|280 days / 40 weeks|(#100 rank, 1 theaters, $478 average)|$478|0.9%|R|December 12, 2008|1 hrs. 18 min.|$52,384|4 theaters|$708,354||1/17/10|43.4%|Portugal|Lusomundo|$672|1/7/10|$1,547|
N/A|January 21, 2010|Regent Releasing|$52,384|7.4%|$655,970|92.6%|Animation|280 days / 40 weeks|(#100 rank, 1 theaters, $478 average)|$478|0.9%|R|December 12, 2008|1 hrs. 18 min.|$52,384|4 theaters|$708,354||12/5/10|20.1%|Russia - CIS|-|$5,009|8/13/09|$24,922|
Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|29.8%|$279,903|12/3/03|Argentina|-|10/16/03|$83,319|
June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|43.6%|$1,474,915|10/15/03|Australia|-|9/4/03|$643,299|
1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|44.3%|$426,931|7/17/03|Austria|-|6/5/03|$189,204|
$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|-|$7,132|5/18/03|Bulgaria|-|4/25/03|-|
R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|-|$215,565|10/15/03|Chile|-|9/11/03|-|
$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|32.3%|$48,960|6/22/03|Czech Republic|-|5/29/03|$15,823|
(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|54.7%|$103,087|3/20/03|Finland|-|2/28/03|$56,424|
54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.4%|$1,022,516|6/17/03|France|-|5/28/03|$556,534|
22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|42.7%|$3,765,056|7/23/03|Germany|-|6/5/03|$1,609,514|
$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|51.7%|$212,300|2/9/03|Greece|-|1/31/03|$109,760|
1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|62.7%|$169,668|12/3/03|Hong Kong|Fox|11/13/03|$106,328|
45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|65.1%|$85,835|3/12/03|Hungary|-|2/27/03|$55,854|
October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|50.7%|$1,271,889|10/7/07|Italy|Fox|6/13/03|$644,268|
$82,719,885||$10,061,858|Horror|1 hrs. 53 min.|R|(#4 rank, 1,260 theaters, $7,985 average)|22.3%|1,407 theaters|October 30, 2003|126 days / 18 weeks|$45,064,915|Fox Searchlight|June 27, 2003|$8 million|$45,064,915|54.5%|$37,654,970|45.5%|26.1%|$2,778,383|10/16/03|Mexico|-|8/15/03|$724,341|
